Image_ID,0-x,0-y,0-visibility,1-x,1-y,1-visibility,2-x,2-y,2-visibility,3-x,3-y,3-visibility,4-x,4-y,4-visibility,5-x,5-y,5-visibility,6-x,6-y,6-visibility,7-x,7-y,7-visibility,8-x,8-y,8-visibility,9-x,9-y,9-visibility,10-x,10-y,10-visibility,11-x,11-y,11-visibility,12-x,12-y,12-visibility,13-x,13-y,13-visibility,14-x,14-y,14-visibility,15-x,15-y,15-visibility,16-x,16-y,16-visibility,17-x,17-y,17-visibility,18-x,18-y,18-visibility,19-x,19-y,19-visibility,20-x,20-y,20-visibility,21-x,21-y,21-visibility,22-x,22-y,22-visibility,23-x,23-y,23-visibility,24-x,24-y,24-visibility,25-x,25-y,25-visibility,26-x,26-y,26-visibility,27-x,27-y,27-visibility,28-x,28-y,28-visibility,29-x,29-y,29-visibility,30-x,30-y,30-visibility,31-x,31-y,31-visibility,32-x,32-y,32-visibility
10000,0.5315972566604614,0.5648825764656067,0.9994539618492126,0.5613229870796204,0.5682722926139832,0.9991306662559509,0.5658921003341675,0.5768789052963257,0.9990798234939575,0.5702481865882874,0.5856167674064636,0.9988534450531006,0.544787585735321,0.5389816761016846,0.999259889125824,0.5395364761352539,0.5306699275970459,0.9993547797203064,0.5342349410057068,0.5240467190742493,0.9994019269943237,0.5648571848869324,0.6017472743988037,0.998595654964447,0.5181857943534851,0.5246031284332275,0.9991612434387207,0.5144850015640259,0.5962457656860352,0.9996121525764465,0.49449795484542847,0.5619120001792908,0.9996054768562317,0.43566155433654785,0.7537321448326111,0.9926948547363281,0.32552236318588257,0.573178768157959,0.9988827109336853,0.2577511668205261,0.8350331783294678,0.5097143650054932,0.14263981580734253,0.655676543712616,0.8113069534301758,0.10323549807071686,0.8604994416236877,0.03763609379529953,0.021476157009601593,0.7259907126426697,0.2241748869419098,0.05773233249783516,0.8808914422988892,0.03002486377954483,-0.03332202509045601,0.74148029088974,0.15132378041744232,0.053368136286735535,0.8718138337135315,0.037601619958877563,-0.033019181340932846,0.7546576857566833,0.18664538860321045,0.072089783847332,0.8556084632873535,0.03912373632192612,-0.0036171041429042816,0.7501862049102783,0.1920682191848755,0.09499584138393402,0.8574535250663757,0.727536141872406,0.04318337142467499,0.7560968399047852,0.7864459156990051,-0.16067172586917877,0.9546811580657959,0.4213353395462036,-0.21481844782829285,0.8308517932891846,0.32173898816108704,-0.3651277422904968,1.045668363571167,0.13955537974834442,-0.43522346019744873,0.9220778942108154,0.11124344170093536,-0.39548176527023315,1.0631661415100098,0.06449255347251892,-0.46809810400009155,0.9404414892196655,0.18641333281993866,-0.4454871416091919,1.0566827058792114,0.05406365916132927,-0.5067353248596191,0.9480609893798828,0.07287546247243881
10001,0.38803181052207947,0.34503233432769775,0.9990726709365845,0.37095367908477783,0.3468894064426422,0.9988994598388672,0.368300199508667,0.34170857071876526,0.9987096786499023,0.36558568477630615,0.33660149574279785,0.9986481070518494,0.3788950443267822,0.3644024133682251,0.9993342757225037,0.3825036883354187,0.3707284927368164,0.9992868304252625,0.3863183856010437,0.376740962266922,0.9993962049484253,0.3729366660118103,0.33936747908592224,0.9987473487854004,0.40139779448509216,0.3864523768424988,0.9996777772903442,0.3990752398967743,0.3320176601409912,0.9988895058631897,0.40412530303001404,0.3542397618293762,0.9994737505912781,0.4051756262779236,0.28145721554756165,0.9988138675689697,0.5257874131202698,0.41098809242248535,0.9995088577270508,0.3210904002189636,0.15925657749176025,0.9831268787384033,0.6959599256515503,0.4495340883731842,0.9917193651199341,0.23361974954605103,0.2891598045825958,0.9415664672851562,0.5713510513305664,0.5244733095169067,0.9922776222229004,0.21048083901405334,0.3244905173778534,0.8379390835762024,0.5408115386962891,0.5525784492492676,0.9771447777748108,0.21430957317352295,0.3425840735435486,0.8202929496765137,0.5226485729217529,0.5504655838012695,0.9769446849822998,0.2290714979171753,0.33391252160072327,0.8230146169662476,0.5319619178771973,0.5331292152404785,0.9714792966842651,0.664054811000824,0.14349478483200073,0.9738091230392456,0.7069184184074402,0.20357246696949005,0.9776257872581482,0.7615777850151062,0.031462594866752625,0.18465262651443481,0.7923612594604492,0.07646393030881882,0.0984555184841156,0.8589031100273132,-0.05647282302379608,0.028400564566254616,0.9048323631286621,-0.008489340543746948,0.034837692975997925,0.8733776807785034,-0.07046261429786682,0.07972142100334167,0.9252806901931763,-0.01999238133430481,0.11749201267957687,0.8891292810440063,-0.09412845969200134,0.02833324857056141,0.9429342746734619,-0.035636886954307556,0.03715602308511734
10002,0.39912688732147217,0.48148494958877563,0.997458279132843,0.37173891067504883,0.48802420496940613,0.9964474439620972,0.36909419298171997,0.4819921553134918,0.9970176219940186,0.3666924834251404,0.4769759774208069,0.9966874718666077,0.3803626298904419,0.5114340782165527,0.9960411787033081,0.38484787940979004,0.5235512256622314,0.9970250725746155,0.389570415019989,0.535553514957428,0.9960471987724304,0.37674176692962646,0.4793553352355957,0.9963183403015137,0.40946346521377563,0.560024619102478,0.9977599382400513,0.4208758473396301,0.4635407328605652,0.9986806511878967,0.4329531192779541,0.49083900451660156,0.9986948370933533,0.523002028465271,0.3744552731513977,0.9984059929847717,0.5934457778930664,0.5469995737075806,0.9966098666191101,0.686377763748169,0.2538168430328369,0.7674627304077148,0.7616649866104126,0.39386260509490967,0.9443765878677368,0.7803167700767517,0.13536465167999268,0.593214213848114,0.819713830947876,0.20879285037517548,0.7086808681488037,0.805332362651825,0.09347110986709595,0.498576283454895,0.8520963191986084,0.15999667346477509,0.5696114301681519,0.8089902997016907,0.09146232903003693,0.551490306854248,0.8347474336624146,0.14472296833992004,0.605185329914093,0.8006502389907837,0.10950259864330292,0.5653167963027954,0.8269879817962646,0.16576921939849854,0.5840933322906494,0.8408318161964417,0.23276564478874207,0.95478755235672,0.8804411292076111,0.335683673620224,0.937304675579071,1.0447334051132202,0.08377966284751892,0.3521764278411865,1.1230533123016357,0.2092227339744568,0.1942564845085144,1.2763824462890625,0.009004175662994385,0.08586195111274719,1.3592231273651123,0.11171795427799225,0.1305990070104599,1.3105974197387695,0.0054923295974731445,0.12885452806949615,1.404670000076294,0.10699443519115448,0.12007342278957367,1.3517001867294312,-0.04077461361885071,0.06431809812784195,1.4055131673812866,0.045850321650505066,0.1151629313826561
10003,0.6148073077201843,0.5960748195648193,0.997597873210907,0.6320902109146118,0.5807830095291138,0.9973630309104919,0.6374068856239319,0.5832070112228394,0.9963900446891785,0.6417812705039978,0.5854727029800415,0.9966999888420105,0.6106289029121399,0.5740975141525269,0.9971144199371338,0.6025941967964172,0.5719375610351562,0.9970412850379944,0.5957629084587097,0.5700665712356567,0.9972526431083679,0.6390420198440552,0.5952701568603516,0.996904194355011,0.5838862061500549,0.574611485004425,0.9952512979507446,0.6157246828079224,0.6249377727508545,0.9971461892127991,0.590592086315155,0.6109409332275391,0.9943113327026367,0.615199089050293,0.7192138433456421,0.9900214076042175,0.49513906240463257,0.6694477796554565,0.9796516299247742,0.5616766810417175,0.838924765586853,0.23215611279010773,0.4386725425720215,0.8053283095359802,0.9634767770767212,0.5506115555763245,0.9313697218894958,0.3217769265174866,0.5710083842277527,0.6855896711349487,0.9841563105583191,0.5685820579528809,0.9695744514465332,0.28638312220573425,0.599582314491272,0.6532735824584961,0.9627769589424133,0.5599153637886047,0.9656053185462952,0.30201631784439087,0.6017987728118896,0.6368911266326904,0.9606585502624512,0.5509430766105652,0.9495425820350647,0.36596202850341797,0.5891795754432678,0.6501985788345337,0.9425565600395203,0.48220038414001465,0.9235281348228455,0.9987503290176392,0.4077393114566803,0.8987562656402588,0.9962782263755798,0.5104741454124451,1.0169624090194702,0.33062487840652466,0.3889368772506714,1.0304641723632812,0.32190948724746704,0.4171364903450012,1.0819624662399292,0.024442501366138458,0.32306405901908875,1.0488274097442627,0.01020701602101326,0.3979136645793915,1.086761236190796,0.06650739163160324,0.30528849363327026,1.0413525104522705,0.02054430916905403,0.4040229916572571,1.1421442031860352,0.029779940843582153,0.3191438317298889,1.110586166381836,0.01386162731796503
10004,0.44250231981277466,0.4411989152431488,0.9999663829803467,0.42938461899757385,0.45998674631118774,0.9999488592147827,0.42242562770843506,0.4586484730243683,0.9999353885650635,0.4172523617744446,0.4575497806072235,0.999903678894043,0.4537086486816406,0.4627895951271057,0.9999701976776123,0.4632145166397095,0.4629066586494446,0.9999734163284302,0.47091996669769287,0.46300333738327026,0.999971866607666,0.4156760275363922,0.44797441363334656,0.9998328685760498,0.48289042711257935,0.4537689983844757,0.9999843835830688,0.43324247002601624,0.41421249508857727,0.9999206066131592,0.4640768766403198,0.42027953267097473,0.9999620914459229,0.42137783765792847,0.2880367636680603,0.9988206028938293,0.5580378174781799,0.32069626450538635,0.9999189376831055,0.47546151280403137,0.11795978993177414,0.36089590191841125,0.6411658525466919,0.151161327958107,0.9924535155296326,0.49670347571372986,-0.02169472724199295,0.16352282464504242,0.7214107513427734,-0.0025573326274752617,0.9536831974983215,0.4978766441345215,-0.07235696166753769,0.16266687214374542,0.7416232228279114,-0.04424940049648285,0.8705534934997559,0.5063733458518982,-0.07753139734268188,0.21050994098186493,0.7253059148788452,-0.051188286393880844,0.9057224988937378,0.5099965333938599,-0.05639059469103813,0.2316325455904007,0.7151581048965454,-0.03302089124917984,0.9074020385742188,0.5452393889427185,0.011731845326721668,0.8701397180557251,0.6283959746360779,0.03460421413183212,0.8999763131141663,0.5717477202415466,-0.20794115960597992,0.19784028828144073,0.6790300607681274,-0.19813333451747894,0.15314216911792755,0.6097323894500732,-0.38531017303466797,0.03424321115016937,0.7188476920127869,-0.37153881788253784,0.01564062386751175,0.61805659532547,-0.4169458746910095,0.02523655816912651,0.7362441420555115,-0.39646995067596436,0.014200621284544468,0.6036821603775024,-0.4496164917945862,0.032492317259311676,0.6965090036392212,-0.4488305449485779,0.024015165865421295
10005,0.5160794258117676,0.7087512016296387,0.9997230172157288,0.5217854976654053,0.7336398363113403,0.999243974685669,0.5159155130386353,0.7407018542289734,0.9991519451141357,0.5106840133666992,0.7472803592681885,0.9991225600242615,0.5369738340377808,0.7138622403144836,0.9991497993469238,0.5399826169013977,0.709280252456665,0.9990083575248718,0.5427720546722412,0.7049275636672974,0.9989558458328247,0.4955207109451294,0.7520620226860046,0.9987824559211731,0.5353335738182068,0.698887825012207,0.9980558156967163,0.486741840839386,0.7071493864059448,0.9996997117996216,0.5057591199874878,0.685577392578125,0.9994660019874573,0.33787012100219727,0.6865813732147217,0.9992577433586121,0.4527105987071991,0.5680917501449585,0.999110996723175,0.20252850651741028,0.5764783024787903,0.8832298517227173,0.3402632474899292,0.4217805862426758,0.8198989033699036,0.10042699426412582,0.48854538798332214,0.4691939651966095,0.2522915005683899,0.300207257270813,0.593238115310669,0.06768420338630676,0.4693446755409241,0.33965522050857544,0.23177555203437805,0.264625608921051,0.5014336705207825,0.06993936002254486,0.47612011432647705,0.37704408168792725,0.22193798422813416,0.2710641622543335,0.5298327207565308,0.09112268686294556,0.4626332223415375,0.423592746257782,0.22850404679775238,0.28478896617889404,0.5577073097229004,0.1621100753545761,0.4433613419532776,0.9947724938392639,0.22407956421375275,0.3775891959667206,0.9916752576828003,0.04135517776012421,0.29525667428970337,0.20509231090545654,0.10197987407445908,0.2380659580230713,0.11184730380773544,-0.07693776488304138,0.18207816779613495,0.09426749497652054,-0.005682304501533508,0.11320739984512329,0.04702506586909294,-0.0956660807132721,0.16733580827713013,0.11396937072277069,-0.02951611578464508,0.10015931725502014,0.09793893247842789,-0.11826765537261963,0.14090529084205627,0.08952450007200241,-0.023074209690093994,0.04848068952560425,0.06739524006843567
10006,0.5744436383247375,0.6155587434768677,0.9870092272758484,0.5785950422286987,0.6411290168762207,0.98590487241745,0.5743448138237,0.646284282207489,0.9870119690895081,0.5695295333862305,0.6520005464553833,0.9882636070251465,0.5845226645469666,0.6342368125915527,0.977392852306366,0.5849130153656006,0.6338931322097778,0.9712837934494019,0.5852793455123901,0.6337445378303528,0.9696105718612671,0.5401239395141602,0.6715396642684937,0.9942991733551025,0.5599743127822876,0.6531769633293152,0.9723427295684814,0.5441763997077942,0.613323450088501,0.9926868677139282,0.5518369078636169,0.604946494102478,0.9777678847312927,0.43501248955726624,0.606816291809082,0.9998306035995483,0.4692804515361786,0.5801033973693848,0.9944823980331421,0.38532206416130066,0.3913549780845642,0.9920533895492554,0.46289604902267456,0.39538246393203735,0.08057358115911484,0.5631809830665588,0.3048107922077179,0.9820908904075623,0.5135986804962158,0.28069666028022766,0.12250079959630966,0.6075583696365356,0.27023473381996155,0.9614290595054626,0.5274040102958679,0.2463865727186203,0.141339972615242,0.6217361092567444,0.2827807068824768,0.9617809057235718,0.5343261957168579,0.25180569291114807,0.1482986956834793,0.6071634292602539,0.2962786555290222,0.9465996623039246,0.5252271890640259,0.2648126780986786,0.16619668900966644,0.39307233691215515,0.25321894884109497,0.9960654377937317,0.43394649028778076,0.25483977794647217,0.9878998398780823,0.3584630489349365,0.02154277265071869,0.06436731666326523,0.42634138464927673,0.03820665180683136,0.03326892480254173,0.32011842727661133,-0.17115706205368042,0.021651728078722954,0.37599417567253113,-0.14972001314163208,0.017035476863384247,0.3000417947769165,-0.1981314718723297,0.11022887378931046,0.35037434101104736,-0.17672711610794067,0.0568569079041481,0.343706339597702,-0.23557573556900024,0.031454868614673615,0.42756593227386475,-0.2228136658668518,0.022656578570604324
10007,0.767155647277832,0.4817783832550049,0.9783695340156555,0.7770313620567322,0.49465104937553406,0.9568901658058167,0.7772188186645508,0.49985194206237793,0.9664160013198853,0.7774829864501953,0.5048900246620178,0.9701609015464783,0.7757077217102051,0.48263800144195557,0.9335326552391052,0.7751348614692688,0.48142164945602417,0.9228864908218384,0.7748608589172363,0.48054519295692444,0.9139026403427124,0.7730404138565063,0.51744145154953,0.9703038930892944,0.7703953981399536,0.4852384030818939,0.9115669131278992,0.7574086785316467,0.49474841356277466,0.9584208130836487,0.757574737071991,0.481828898191452,0.8677338361740112,0.7113446593284607,0.5622854232788086,0.9991636276245117,0.7078413963317871,0.4571343660354614,0.972371518611908,0.6644734740257263,0.673374593257904,0.9095380902290344,0.7142618894577026,0.4452182650566101,0.23997600376605988,0.6206777095794678,0.7434300184249878,0.531649649143219,0.7622472047805786,0.4568319618701935,0.19454459846019745,0.6052297949790955,0.7653342485427856,0.3789330720901489,0.772587239742279,0.47525906562805176,0.1739569902420044,0.6057663559913635,0.762843132019043,0.4054051637649536,0.7715716361999512,0.4763200879096985,0.17791728675365448,0.60875004529953,0.7518117427825928,0.45429518818855286,0.7726551294326782,0.46123746037483215,0.18422627449035645,0.495574951171875,0.5094606876373291,0.9984410405158997,0.5021646022796631,0.4367748200893402,0.9979857206344604,0.3401905298233032,0.4937698245048523,0.4912339150905609,0.346146821975708,0.4419240653514862,0.49167633056640625,0.2093411386013031,0.4907013773918152,0.4612906873226166,0.21818917989730835,0.4372776746749878,0.41353046894073486,0.19608250260353088,0.4983208179473877,0.36616960167884827,0.20639857649803162,0.4409806728363037,0.2235632985830307,0.15910550951957703,0.4949774444103241,0.4816232919692993,0.1529460847377777,0.43093109130859375,0.43420591950416565
10008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009,0.405333012342453,0.9636662006378174,0.12322120368480682,0.44340401887893677,0.9627194404602051,0.11001656204462051,0.44773897528648376,0.9611448049545288,0.12974877655506134,0.45195892453193665,0.9593839645385742,0.13527441024780273,0.43970581889152527,0.9605509042739868,0.11800619214773178,0.44210055470466614,0.9573389291763306,0.12268516421318054,0.44444501399993896,0.9542446732521057,0.13514570891857147,0.47652944922447205,0.9369507431983948,0.25725167989730835,0.4644547998905182,0.928027868270874,0.18899182975292206,0.3997589647769928,0.947685956954956,0.1949799656867981,0.39671969413757324,0.9428107142448425,0.23515088856220245,0.42763054370880127,0.8361174464225769,0.9284994602203369,0.4429922103881836,0.8475121259689331,0.9925852417945862,0.1949739009141922,0.7505292892456055,0.07714710384607315,0.23074932396411896,0.7149354219436646,0.6973506808280945,0.00689639151096344,0.6896766424179077,0.033512089401483536,0.018146414309740067,0.6907753348350525,0.27993252873420715,-0.050171829760074615,0.66844642162323,0.031175218522548676,-0.05359290540218353,0.668751060962677,0.24979989230632782,-0.048594050109386444,0.6813820600509644,0.02891012467443943,-0.04595371335744858,0.6881453394889832,0.25211358070373535,-0.027055175974965096,0.6851649880409241,0.03139016404747963,-0.01803264021873474,0.6926639676094055,0.24804933369159698,-0.0438690111041069,0.6520914435386658,0.8781856894493103,-0.016784939914941788,0.6515496969223022,0.915479302406311,-0.3419301211833954,0.5794776082038879,0.11772756278514862,-0.3328159749507904,0.5456477999687195,0.2519223093986511,-0.6163012981414795,0.5093515515327454,0.040803153067827225,-0.6257748603820801,0.43750905990600586,0.1433807909488678,-0.6548750400543213,0.4914223551750183,0.04312361776828766,-0.6653037667274475,0.3963952958583832,0.19698366522789001,-0.6935444474220276,0.5135098099708557,0.06313394010066986,-0.7106680274009705,0.4683760404586792,0.10983097553253174
